,slot,flight,eta,fpfs,time,priority,margins,airline,cost,num,type,new slot,new arrival,eta slot,instance
1958,18,FD18,18,36,36,0.08217351692988695,36,D,1.5212020479582937,18,E190,18,36,9,97
1959,19,FC15,15,38,30,0.6298583801966905,52,C,0.569745678332319,15,B733,19,38,8,97
1960,0,FC0,0,0,0,0.6446638989391995,30,C,0.5309901729083947,0,A321,0,0,0,98
1961,1,FD1,1,2,2,0.0,22,D,1.585517684243999,1,B734,1,2,1,98
1962,2,FB2,2,4,4,0.6245225938350909,26,B,0.604038531111702,2,B733,2,4,1,98
1963,3,FC5,5,6,10,0.6362979106319335,37,C,0.5434917385094218,5,B752,3,6,3,98
1964,4,FA4,4,8,8,0.018495021445433246,43,A,1.482382347869528,4,B763,4,8,2,98
1965,5,FC3,3,10,6,0.0,31,C,1.4943321866908723,3,B733,5,10,2,98
1966,6,FB8,8,12,16,0.0,24,B,1.6087213802856866,8,B752,6,12,4,98
1967,7,FD11,11,14,22,0.5388392286807969,36,D,0.7311785582061993,11,A320,7,14,6,98
1968,8,FB13,13,16,26,0.05136832477122488,36,B,1.5260840579567583,13,A332,8,16,7,98
1969,9,FB6,6,18,12,0.07076516512348452,25,B,1.49487994617209,6,B738,9,18,3,98
1970,10,FA12,12,20,24,0.0,27,A,1.5103156685487102,12,B763,10,20,6,98
1971,11,FD14,14,22,28,0.5566787891964435,34,D,0.7028936195295007,14,B735,11,22,7,98
1972,12,FA16,16,24,32,0.5474859427990351,38,A,0.6834390708291647,16,A320,12,24,8,98
1973,13,FB9,9,26,18,0.06144517958971729,27,B,1.5098732061642146,9,B734,13,26,5,98
1974,14,FD15,15,28,30,0.04544327888517119,50,D,1.5134665619415282,15,E190,14,28,8,98
1975,15,FD7,7,30,14,0.6789894402177713,24,D,0.508967919363789,7,E190,15,30,4,98
1976,16,FA17,17,32,34,0.4467230740468714,57,A,0.8356228103134746,17,B735,16,32,9,98
1977,17,FA10,10,34,20,0.6621935654542309,44,A,0.5101943510310494,10,AT43,17,34,5,98
1978,18,FC18,18,36,36,0.5407764737097028,54,C,0.686232496221273,18,B763,18,36,9,98
1979,19,FC19,19,38,38,0.5280253210456147,55,C,0.7052869540646289,19,E190,19,38,10,98
1980,0,FD0,0,0,0,0.278143725267619,32,D,1.2682704423488906,0,A320,0,0,0,99
1981,1,FD1,1,2,2,0.0793483552558375,34,D,1.6175453613142015,1,DH8D,1,2,1,99
1982,2,FA2,2,4,4,0.002418667838373967,18,A,0.813507724383737,2,E190,2,4,1,99
1983,3,FD3,3,6,6,0.18877081813473928,32,D,1.4252947980704591,3,B744,3,6,2,99
1984,4,FB8,8,8,16,0.6611007129885073,49,B,0.5153104297960167,8,AT72,4,8,4,99
1985,5,FA10,10,10,20,0.05742163381057508,50,A,0.7686539001993526,10,A319,5,10,5,99
1986,6,FD6,6,12,12,0.0,27,D,1.7569570103398848,6,A320,6,12,3,99
1987,7,FC7,7,14,14,0.5384571779057106,24,C,0.7745969754607914,7,B744,7,14,4,99
1988,8,FB4,4,16,8,0.4834696026007236,20,B,0.7854059046087695,4,AT72,8,16,2,99
1989,9,FC11,11,18,22,0.01309624943092691,44,C,1.656298448739701,11,A332,9,18,6,99
1990,10,FA13,13,20,26,0.049841729403739876,57,A,0.774835161402075,13,B763,10,20,7,99
1991,11,FC15,15,22,30,0.0,32,C,1.6782775906816023,15,B733,11,22,8,99
1992,12,FB19,19,24,38,0.5044395680114031,49,B,0.7535202019745871,19,B752,12,24,10,99
1993,13,FA5,5,26,10,0.23717984464942043,28,A,0.6220646564712949,5,B733,13,26,3,99
1994,14,FC9,9,28,18,0.08834873086121497,50,C,1.5300038955120652,9,B735,14,28,5,99
1995,15,FC14,14,30,28,0.10910944765086583,34,C,1.4951616497575069,14,AT43,15,30,7,99
1996,16,FA16,16,32,32,0.0,60,A,0.8154800998741365,16,E190,16,32,8,99
1997,17,FB17,17,34,34,0.48114729776292486,50,B,0.7889370654873783,17,A319,17,34,9,99
1998,18,FD18,18,36,36,0.14152335578825548,37,D,1.5083065582608837,18,A319,18,36,9,99
1999,19,FB12,12,38,24,0.0,29,B,1.5205414987448513,12,AT43,19,38,6,99
2000,0,FA0,0,0,0,0.024260179828310968,32,A,1.4118751272328205,0,B733,0,0,0,100
2001,1,FB1,1,2,2,0.10617165255348915,23,B,1.4850695116851962,1,E190,1,2,1,100
2002,2,FA2,2,4,4,0.3903069986098485,25,A,0.8822130306819025,2,A319,2,4,1,100
2003,3,FC4,4,6,8,0.0,35,C,1.6268511130083896,4,A320,3,6,2,100
2004,4,FC3,3,8,6,0.5259564204791627,40,C,0.7711983249579552,3,AT43,4,8,2,100
2005,5,FD8,8,10,16,0.10867090001474722,39,D,1.389477344918677,8,A321,5,10,4,100
2006,6,FB6,6,12,12,0.0,47,B,1.6614705898819873,6,B763,6,12,3,100
2007,7,FB14,14,14,28,0.5301542910152834,41,B,0.7806348272603575,14,A320,7,14,7,100
2008,8,FD16,16,16,32,0.5038259420796849,53,D,0.7734770609733845,16,B763,8,16,8,100
2009,9,FC9,9,18,18,0.06143618890700242,30,C,1.526903580706039,9,B733,9,18,5,100
2010,10,FD12,12,20,24,0.6826349828459686,54,D,0.49473477463324134,12,B738,10,20,6,100
2011,11,FA15,15,22,30,0.536083720466624,52,A,0.6712771608278846,15,B738,11,22,8,100
2012,12,FD10,10,24,20,0.0,32,D,1.5588825103339117,10,A319,12,24,5,100
2013,13,FC19,19,26,38,0.05561245440423945,53,C,1.5363779296637243,19,B763,13,26,10,100
2014,14,FB7,7,28,14,0.08476619989555823,43,B,1.5206340417394597,7,A319,14,28,4,100
2015,15,FA17,17,30,34,0.5099224814444633,35,A,0.7091319269339579,17,A320,15,30,9,100
2016,16,FD5,5,32,10,0.648513815165735,36,D,0.5479256661621282,5,AT43,16,32,3,100
2017,17,FA11,11,34,22,0.0,47,A,1.4469791004167383,11,DH8D,17,34,6,100
2018,18,FB18,18,36,36,0.16370704301709593,38,B,1.389476152552537,18,E190,18,36,9,100
2019,19,FC13,13,38,26,0.5011993909677648,29,C,0.8114743259733543,13,E190,19,38,7,100
2020,0,FB0,0,0,0,0.5329296682980129,24,B,0.7379052687759448,0,B733,0,0,0,101
2021,1,FB1,1,2,2,0.0,37,B,1.579859003433263,1,B735,1,2,1,101
2022,2,FB2,2,4,4,0.6062141326671917,18,B,0.6221261479305135,2,E190,2,4,1,101
2023,3,FD3,3,6,6,0.051250476771105724,40,D,1.40166458235855,3,B733,3,6,2,101
2024,4,FA4,4,8,8,0.10933215663460416,28,A,1.404084931458874,4,A320,4,8,2,101
2025,5,FA10,10,10,20,0.5858801374825213,39,A,0.6528353561991899,10,B744,5,10,5,101
2026,6,FC12,12,12,24,0.433872711020453,45,C,0.9061595874991452,12,B752,6,12,6,101
2027,7,FC6,6,14,12,0.0,29,C,1.60062870159909,6,A321,7,14,3,101
2028,8,FB8,8,16,16,0.5554868109291788,35,B,0.702268163898369,8,A320,8,16,4,101
2029,9,FD17,17,18,34,0.5491459152484308,61,D,0.6660832885135394,17,B738,9,18,9,101
2030,10,FA11,11,20,22,0.0,51,A,1.57644057986143,11,A321,10,20,6,101
2031,11,FA13,13,22,26,0.565192740705956,30,A,0.6854478079694618,13,A320,11,22,7,101
2032,12,FC7,7,24,14,0.5935980210436271,32,C,0.6504986719042398,7,B738,12,24,4,101
2033,13,FA5,5,26,10,0.5952806738447456,35,A,0.6380159692053166,5,AT72,13,26,3,101
2034,14,FB14,14,28,28,0.042655796167122784,35,B,1.51246885981002,14,B733,14,28,7,101
2035,15,FC15,15,30,30,0.016753256668346705,51,C,1.573812958130478,15,A319,15,30,8,101
2036,16,FD19,19,32,38,0.49677479551564063,49,D,0.7434553892320563,19,A332,16,32,10,101
2037,17,FD9,9,34,18,0.0,50,D,1.4773810663832987,9,A320,17,34,5,101
2038,18,FC18,18,36,36,0.5550475977224526,46,C,0.7122035859309067,18,DH8D,18,36,9,101
2039,19,FD16,16,38,32,0.7033647043802329,56,D,0.4382433693696565,16,B735,19,38,8,101
2040,0,FC0,0,0,0,0.0,42,C,1.5660387720445301,0,B752,0,0,0,102
2041,1,FB1,1,2,2,0.08702416180539818,45,B,1.5193505649376242,1,A321,1,2,1,102
2042,2,FC2,2,4,4,0.49473493712256156,21,C,0.7912646786255859,2,B763,2,4,1,102
2043,3,FC3,3,6,6,0.5122265851360057,27,C,0.7638720796495768,3,AT43,3,6,2,102
2044,4,FD4,4,8,8,0.17408968685789805,19,D,1.3828156959076368,4,E190,4,8,2,102
2045,5,FB7,7,10,14,0.011531437303094916,40,B,1.6449835869988352,7,B752,5,10,4,102
2046,6,FB6,6,12,12,0.0,31,B,1.6641739040346575,6,DH8D,6,12,3,102
2047,7,FB5,5,14,10,0.5043908434583628,27,B,0.82477982491722,5,AT43,7,14,3,102
2048,8,FA16,16,16,32,0.0,37,A,1.6753456968585603,16,A332,8,16,8,102
2049,9,FA9,9,18,18,0.6206474507003568,33,A,0.6355466610614822,9,B763,9,18,5,102
2050,10,FA8,8,20,16,0.0923750482128729,36,A,1.5205855573380216,8,B738,10,20,4,102
2051,11,FB11,11,22,22,0.6259501928920723,34,B,0.6224839277982106,11,AT43,11,22,6,102
2052,12,FD18,18,24,36,0.0,36,D,1.674292806257423,18,B744,12,24,9,102
2053,13,FA10,10,26,20,0.21458387836624548,42,A,1.3158435196224503,10,E190,13,26,5,102
2054,14,FD12,12,28,24,0.027408262799411554,44,D,1.6284033490203553,12,B738,14,28,6,102
2055,15,FC15,15,30,30,0.572974582152918,37,C,0.6687383609970468,15,E190,15,30,8,102
2056,16,FA13,13,32,26,0.08089766620588357,42,A,1.539814139894633,13,AT43,16,32,7,102
2057,17,FD14,14,34,28,0.5664499456584383,56,D,0.7258897371365916,14,B733,17,34,7,102
2058,18,FD17,17,36,34,0.13852590158379074,40,D,1.4423598857553583,17,AT43,18,36,9,102
2059,19,FC19,19,38,38,0.16777894457727627,47,C,1.3032904397038052,19,DH8D,19,38,10,102
2060,0,FA0,0,0,0,0.5978327937855151,15,A,0.6172748445021816,0,DH8D,0,0,0,103
2061,1,FA1,1,2,2,0.005360110614371472,24,A,1.5266440763167024,1,E190,1,2,1,103
2062,2,FD2,2,4,4,0.0,21,D,1.59694945856547,2,B733,2,4,1,103
2063,3,FB3,3,6,6,0.08304813921765797,35,B,1.3321577443407622,3,B738,3,6,2,103
2064,4,FA4,4,8,8,0.08280406084089331,43,A,1.4077775909468935,4,B744,4,8,2,103
2065,5,FD10,10,10,20,0.5800102148903279,44,D,0.6707024599339189,10,B734,5,10,5,103
2066,6,FD5,5,12,10,0.07852410518691222,44,D,1.4715504313028924,5,B735,6,12,3,103
2067,7,FC12,12,14,24,0.1500657224769152,49,C,1.3171099477146604,12,A321,7,14,6,103
2068,8,FC15,15,16,30,0.4966046128257108,42,C,0.7800921666709941,15,A321,8,16,8,103
2069,9,FA14,14,18,28,0.3606171981745462,43,A,0.9813702198375847,14,E190,9,18,7,103
2070,10,FD18,18,20,36,0.5746626501683367,57,D,0.6792422505213466,18,E190,10,20,9,103
2071,11,FB11,11,22,22,0.0,53,B,1.4528109940299014,11,B744,11,22,6,103
2072,12,FC7,7,24,14,0.0,23,C,1.5496609356114441,7,B733,12,24,4,103
2073,13,FC13,13,26,26,0.5623146072499811,30,C,0.6782639552324568,13,AT43,13,26,7,103
2074,14,FA9,9,28,18,0.0,51,A,1.5348711554889312,9,DH8D,14,28,5,103
2075,15,FC8,8,30,16,0.5039204941993222,29,C,0.7687550310967413,8,AT43,15,30,4,103
2076,16,FB17,17,32,34,0.01479055192271217,46,B,1.431323117588815,17,B752,16,32,9,103
2077,17,FB19,19,34,38,0.09986403156862333,48,B,1.3077274310588562,19,B738,17,34,10,103
2078,18,FD6,6,36,12,0.4447178360837911,42,D,0.8867575510170523,6,AT43,18,36,3,103
2079,19,FB16,16,38,32,0.5639073992025457,42,B,0.6335601248536346,16,B733,19,38,8,103
2080,0,FD0,0,0,0,0.0877673730751718,23,D,1.4880888634674223,0,A321,0,0,0,104
2081,1,FB1,1,2,2,0.05503775470445704,29,B,1.4996001752234083,1,A319,1,2,1,104
2082,2,FA2,2,4,4,0.09765808915455143,28,A,1.3498275076411377,2,A320,2,4,1,104
2083,3,FB3,3,6,6,0.16967914684160967,44,B,1.317670947264717,3,B744,3,6,2,104
2084,4,FB4,4,8,8,0.0,37,B,1.5869418939106914,4,A332,4,8,2,104
2085,5,FA5,5,10,10,0.5642471321262743,24,A,0.651849593285946,5,AT72,5,10,3,104
2086,6,FD6,6,12,12,0.03755059588396248,27,D,1.57000549820715,6,DH8D,6,12,3,104
2087,7,FC12,12,14,24,0.5084097175504985,28,C,0.7301217405829219,12,A321,7,14,6,104
2088,8,FC8,8,16,16,0.009903807402903197,35,C,1.4705147381707546,8,B734,8,16,4,104
2089,9,FC10,10,18,20,0.0,37,C,1.4852241117234113,10,B733,9,18,5,104
2090,10,FC9,9,20,18,0.40093217760959643,25,C,0.8897499743718655,9,B733,10,20,5,104
2091,11,FB11,11,22,22,0.0704098740483643,41,B,1.475205515038367,11,A332,11,22,6,104
2092,12,FC7,7,24,14,0.5812916459639854,38,C,0.6218757431943115,7,DH8D,12,24,4,104
2093,13,FA15,15,26,30,0.10954355748125821,48,A,1.3320478479625193,15,B752,13,26,8,104
2094,14,FD14,14,28,28,0.0,49,D,1.6312602942999617,14,A332,14,28,7,104
2095,15,FA16,16,30,32,0.4918829372640624,46,A,0.7601003346283235,16,A321,15,30,8,104
2096,16,FA13,13,32,26,0.0,34,A,1.4959157847122693,13,A319,16,32,7,104
2097,17,FB17,17,34,34,0.14515017837248978,45,B,1.3565969949427779,17,DH8D,17,34,9,104
2098,18,FD18,18,36,36,0.5094642231589643,48,D,0.8001915356943682,18,E190,18,36,9,104
2099,19,FD19,19,38,38,0.06816834816502071,58,D,1.5200599746103478,19,AT72,19,38,10,104
2100,0,FB0,0,0,0,0.5310339907181465,44,B,0.7295109085830076,0,B733,0,0,0,105
2101,1,FD1,1,2,2,0.0,19,D,1.455183202949033,1,E190,1,2,1,105
2102,2,FA4,4,4,8,0.5583855661090138,19,A,0.6493225649276714,4,A319,2,4,2,105
2103,3,FC3,3,6,6,0.13733863793432843,20,C,1.440237096177656,3,A320,3,6,2,105
2104,4,FA2,2,8,4,0.44057952855356874,36,A,0.8225372802971195,2,AT72,4,8,1,105
2105,5,FB8,8,10,16,0.4510606156226987,28,B,0.8539153395516197,8,A332,5,10,4,105
2106,6,FB6,6,12,12,0.0,36,B,1.5555730994238517,6,A321,6,12,3,105
2107,7,FC7,7,14,14,0.5445780991931349,39,C,0.7603395084059128,7,A321,7,14,4,105
2108,8,FB13,13,16,26,0.21467958147995447,40,B,1.2216233174780635,13,A321,8,16,7,105
2109,9,FC17,17,18,34,0.5600781589651022,52,C,0.734461728249974,17,B735,9,18,9,105
2110,10,FD12,12,20,24,0.5326433088899186,55,D,0.6800896066892301,12,A332,10,20,6,105
2111,11,FA15,15,22,30,0.45279310883496426,40,A,0.8045791868412715,15,B744,11,22,8,105
2112,12,FD10,10,24,20,0.41189160496686317,40,D,0.8558054579655353,10,B738,12,24,5,105
2113,13,FB5,5,26,10,0.008513493717278497,48,B,1.5423297376151393,5,AT43,13,26,3,105
2114,14,FD14,14,28,28,0.48238978641869934,42,D,0.7532176884783701,14,B738,14,28,7,105
2115,15,FA16,16,30,32,0.0,54,A,1.470338184389957,16,B733,15,30,8,105
2116,16,FA11,11,32,22,0.4925920080299413,45,A,0.7460613456582099,11,B733,16,32,6,105
2117,17,FC19,19,34,38,0.6204630033285603,62,C,0.6336475539708365,19,B738,17,34,10,105
2118,18,FD18,18,36,36,0.6502436708226378,33,D,0.5089595353440102,18,B733,18,36,9,105
2119,19,FC9,9,38,18,0.0,45,C,1.669527765482576,9,AT72,19,38,5,105
2120,0,FD0,0,0,0,0.4582323324934451,24,D,0.8091140539236034,0,B735,0,0,0,106
2121,1,FD1,1,2,2,0.4560827326899354,45,D,0.812324417914751,1,B752,1,2,1,106
2122,2,FD4,4,4,8,0.44261896221239383,36,D,0.8324321625542902,4,B752,2,4,2,106
2123,3,FA3,3,6,6,0.27865819602039865,28,A,0.969047403751387,3,B744,3,6,2,106
2124,4,FD5,5,8,10,0.0,45,D,1.4934705454969104,5,B733,4,8,3,106
2125,5,FD2,2,10,4,0.6154875852280429,17,D,0.574257965839809,2,AT43,5,10,1,106
2126,6,FB6,6,12,12,0.0,50,B,1.5038611172966214,6,A332,6,12,3,106
2127,7,FA8,8,14,16,0.0,41,A,1.3433955974895786,8,A320,7,14,4,106
2128,8,FA7,7,16,14,0.4942832278445889,27,A,0.6793776852902196,7,DH8D,8,16,4,106
2129,9,FC10,10,18,20,0.042505144287999896,44,C,1.5134576177972123,10,B763,9,18,5,106
2130,10,FC9,9,20,18,0.0,51,C,1.5806430799795725,9,B752,10,20,5,106
2131,11,FC14,14,22,28,0.5154044516545507,30,C,0.7659726000811408,14,B733,11,22,7,106
2132,12,FA12,12,24,24,0.4868675529643772,34,A,0.6893398702767101,12,AT43,12,24,6,106
2133,13,FB16,16,26,32,0.1107991066334727,44,B,1.3372346489993396,16,A332,13,26,8,106
2134,14,FC11,11,28,22,0.5789594559009434,39,C,0.6655148224210079,11,B735,14,28,6,106
2135,15,FC15,15,30,30,0.02479146906821672,57,C,1.5414566159543681,15,E190,15,30,8,106
2136,16,FB18,18,32,36,0.08694902140555671,41,B,1.373101864817813,18,A319,16,32,9,106
2137,17,FA17,17,34,34,0.5508588687743867,53,A,0.603374218339978,17,AT43,17,34,9,106
2138,18,FB13,13,36,26,0.6029162720084376,44,B,0.5971587788376987,13,E190,18,36,7,106
2139,19,FB19,19,38,38,0.5383762663478662,53,B,0.694217983860736,19,DH8D,19,38,10,106
2140,0,FA0,0,0,0,0.5377691210897302,38,A,0.7328164644530428,0,A320,0,0,0,107
2141,1,FC1,1,2,2,0.5873570432511976,22,C,0.6769406735813459,1,B733,1,2,1,107
2142,2,FB2,2,4,4,0.0,35,B,1.59582757195055,2,B738,2,4,1,107
2143,3,FA3,3,6,6,0.0,37,A,1.5853905437488094,3,B735,3,6,2,107
2144,4,FD6,6,8,12,0.5218811778523258,29,D,0.7475856109620654,6,B734,4,8,3,107
2145,5,FB5,5,10,10,0.12626119304748107,25,B,1.3943364788180086,5,A319,5,10,3,107
2146,6,FD4,4,12,8,0.0,20,D,1.5635979516639118,4,AT72,6,12,2,107
2147,7,FA10,10,14,20,0.5104103281805906,38,A,0.7761908360195746,10,A321,7,14,5,107
2148,8,FB13,13,16,26,0.024812700655509223,38,B,1.5562307801099329,13,A321,8,16,7,107
2149,9,FC18,18,18,36,0.0,41,C,1.640499765014614,18,B763,9,18,9,107
2150,10,FA17,17,20,34,0.5864323970186276,36,A,0.6556661669675298,17,A332,10,20,9,107
2151,11,FC11,11,22,22,0.591072848566296,26,C,0.6708448958350868,11,B752,11,22,6,107
2152,12,FC9,9,24,18,0.4999669495872011,29,C,0.8203041017017373,9,E190,12,24,5,107
2153,13,FB16,16,26,32,0.6291077848440907,39,B,0.5918800231676157,16,B738,13,26,8,107
2154,14,FD14,14,28,28,0.09686161924479952,58,D,1.4121453222178935,14,B752,14,28,7,107
2155,15,FD15,15,30,30,0.04395246556790833,56,D,1.4948739665313517,15,A320,15,30,8,107
2156,16,FB8,8,32,16,0.5792600645916456,23,B,0.6714283895453454,8,DH8D,16,32,4,107
2157,17,FA7,7,34,14,0.566095256767255,24,A,0.6879084768089492,7,B735,17,34,4,107
2158,18,FC12,12,36,24,0.17013589614208546,35,C,1.3613918673729721,12,AT72,18,36,6,107
2159,19,FD19,19,38,38,0.6684466570330095,57,D,0.5184161279305087,19,B735,19,38,10,107
2160,0,FB0,0,0,0,0.0,17,B,1.5468783509264756,0,B744,0,0,0,108
2161,1,FD1,1,2,2,0.6366053103844451,45,D,0.5842306367689344,1,B763,1,2,1,108
2162,2,FB2,2,4,4,0.4917588175770726,37,B,0.7861872821393,2,B735,2,4,1,108
2163,3,FA4,4,6,8,0.054713198291736265,31,A,1.4697341343646926,4,B752,3,6,2,108
2164,4,FA7,7,8,14,0.0,39,A,1.5548023432768554,7,A332,4,8,4,108
2165,5,FC5,5,10,10,0.0,30,C,1.6170459766301821,5,B752,5,10,3,108
2166,6,FD6,6,12,12,0.2480588393325257,43,D,1.208897861370195,6,B734,6,12,3,108
2167,7,FA3,3,14,6,0.5655400175384553,20,A,0.6754993987912312,3,B733,7,14,2,108
2168,8,FB12,12,16,24,0.4788374853489471,44,B,0.8061750112281159,12,B735,8,16,6,108
2169,9,FD17,17,18,34,0.09082959754468856,44,D,1.4616757435830146,17,B763,9,18,9,108
2170,10,FC14,14,20,28,0.49403204979572635,35,C,0.818173438181641,14,A332,10,20,7,108
2171,11,FD9,9,22,18,0.023789239833046927,45,D,1.569456710103261,9,E190,11,22,5,108
2172,12,FB8,8,24,16,0.07700066233052516,36,B,1.4277676933603864,8,AT72,12,24,4,108
2173,13,FA18,18,26,36,0.4812866509430217,33,A,0.8064967306027753,18,A332,13,26,9,108
2174,14,FC10,10,28,20,0.6320428526818866,47,C,0.5950036246430743,10,A320,14,28,5,108
2175,15,FC16,16,30,32,0.1327904585183206,59,C,1.4023176999482547,16,B734,15,30,8,108
2176,16,FC15,15,32,30,0.5873102456298969,55,C,0.6673383069006735,15,E190,16,32,8,108
2177,17,FD11,11,34,22,0.0,39,D,1.6077027360719218,11,DH8D,17,34,6,108
2178,18,FA13,13,36,26,0.6657310041019431,28,A,0.5197222181071004,13,E190,18,36,7,108
2179,19,FB19,19,38,38,0.5864173884851289,57,B,0.6397619880719889,19,AT43,19,38,10,108
2180,0,FB0,0,0,0,0.014987037834948924,27,B,1.6371843434748379,0,B738,0,0,0,109
2181,1,FB1,1,2,2,0.1911205927243277,45,B,1.3444337812978315,1,B744,1,2,1,109
2182,2,FD2,2,4,4,0.0,37,D,1.533375368525191,2,DH8D,2,4,1,109
2183,3,FA3,3,6,6,0.5454464375695388,46,A,0.6911331912574393,3,A332,3,6,2,109
2184,4,FC4,4,8,8,0.12188327184907455,45,C,1.3539208589826122,4,B752,4,8,2,109
2185,5,FD6,6,10,12,0.43316948954977785,44,D,0.8691639428529315,6,B744,5,10,3,109
2186,6,FD5,5,12,10,0.01874321107879684,48,D,1.5046349903298954,5,E190,6,12,3,109
2187,7,FA7,7,14,14,0.06021277891833665,37,A,1.428914422617677,7,A332,7,14,4,109
2188,8,FB13,13,16,26,0.0,49,B,1.6620942123201292,13,A320,8,16,7,109
2189,9,FC17,17,18,34,0.0,52,C,1.541846107218115,17,B763,9,18,9,109
2190,10,FC10,10,20,20,0.08298364872658448,40,C,1.4138980914662753,10,B763,10,20,5,109
2191,11,FA18,18,22,36,0.0,58,A,1.5204658996884899,18,B738,11,22,9,109
2192,12,FD16,16,24,32,0.5015279845157836,31,D,0.7643447104426049,16,B738,12,24,8,109
2193,13,FB19,19,26,38,0.5905750551698732,39,B,0.6805028311816419,19,A321,13,26,10,109
2194,14,FC9,9,28,18,0.018533250479870755,28,C,1.5132706871116282,9,A320,14,28,5,109
2195,15,FA11,11,30,22,0.6478359928904325,50,A,0.5354533639077524,11,DH8D,15,30,6,109
2196,16,FD12,12,32,24,0.5790564836103114,51,D,0.6454644195723286,12,DH8D,16,32,6,109
2197,17,FC14,14,34,28,0.055788340068147146,36,C,1.455829072255882,14,A320,17,34,7,109
2198,18,FA15,15,36,30,0.5831008429832091,30,A,0.633880951852908,15,DH8D,18,36,8,109
2199,19,FB8,8,38,16,0.16205278419516744,34,B,1.3927472176189786,8,DH8D,19,38,4,109
2200,0,FB0,0,0,0,0.10041685720133231,36,B,1.5379688562160496,0,A319,0,0,0,110
2201,1,FA1,1,2,2,0.14700577565422746,38,A,1.476809210631344,1,B738,1,2,1,110
2202,2,FB2,2,4,4,0.0,46,B,1.7096461494724302,2,B733,2,4,1,110
2203,3,FA3,3,6,6,0.0,20,A,1.731323810268497,3,A319,3,6,2,110
2204,4,FC4,4,8,8,0.0,38,C,1.5730466186612024,4,B733,4,8,2,110
2205,5,FD5,5,10,10,0.016058454079174278,47,D,1.5864209116252241,5,B763,5,10,3,110
2206,6,FC6,6,12,12,0.1018870629093157,37,C,1.4127735188663821,6,B735,6,12,3,110
2207,7,FD7,7,14,14,0.027853913576049716,24,D,1.5674029489366386,7,B763,7,14,4,110
2208,8,FD8,8,16,16,0.49181866976428723,29,D,0.8193469343028734,8,A321,8,16,4,110
2209,9,FA10,10,18,20,0.17726541441191612,25,A,1.4244199775600341,10,A332,9,18,5,110
2210,10,FA19,19,20,38,0.5191097544018279,41,A,0.8325767323299804,19,B744,10,20,10,110
2211,11,FB11,11,22,22,0.09863045767612322,46,B,1.5410229672857427,11,B763,11,22,6,110
2212,12,FC16,16,24,32,0.0577206207334906,43,C,1.4822493913893593,16,B734,12,24,8,110
2213,13,FB13,13,26,26,0.6290854827322937,48,B,0.6341325762301593,13,B763,13,26,7,110
2214,14,FC14,14,28,28,0.45994098800781325,41,C,0.8495380026918191,14,E190,14,28,7,110
2215,15,FD18,18,30,36,0.0,56,D,1.612312152283971,18,B744,15,30,9,110
2216,16,FC12,12,32,24,0.010327946081876038,36,C,1.5568002779993921,12,DH8D,16,32,6,110
2217,17,FB17,17,34,34,0.11189518746838412,42,B,1.5183449730726115,17,A320,17,34,9,110
2218,18,FD15,15,36,30,0.6301500785882043,33,D,0.5963135228135099,15,E190,18,36,8,110
2219,19,FA9,9,38,18,0.6800616378232325,41,A,0.5539169042549436,9,B752,19,38,5,110
2220,0,FD0,0,0,0,0.5410356171671339,20,D,0.7564131738100266,0,B752,0,0,0,111
2221,1,FA1,1,2,2,0.10718260043842631,31,A,1.4093729850672478,1,A321,1,2,1,111
2222,2,FC2,2,4,4,0.4813261723141866,34,C,0.799309350227083,2,B735,2,4,1,111
2223,3,FB3,3,6,6,0.6193032975161097,29,B,0.5672987072115525,3,B734,3,6,2,111
2224,4,FD4,4,8,8,0.0,44,D,1.6480868714500614,4,A321,4,8,2,111
2225,5,FA5,5,10,10,0.04294975892869468,28,A,1.510768893819,5,A320,5,10,3,111
2226,6,FD6,6,12,12,0.1429062574360005,47,D,1.4125649447217263,6,B733,6,12,3,111
2227,7,FB11,11,14,22,0.0,30,B,1.4901592357122098,11,B744,7,14,6,111
2228,8,FA8,8,16,16,0.09927457568209075,40,A,1.421856339964112,8,B733,8,16,4,111
2229,9,FB7,7,18,14,0.03032488394988897,46,B,1.4449703298223817,7,A332,9,18,4,111
2230,10,FA13,13,20,26,0.6194104807257481,52,A,0.6007864397896613,13,B735,10,20,7,111
2231,11,FB19,19,22,38,0.4210048462179834,63,B,0.8627949758408833,19,B738,11,22,10,111
2232,12,FC16,16,24,32,0.5424787265914569,47,C,0.7050693754780577,16,B763,12,24,8,111
2233,13,FA10,10,26,20,0.0,25,A,1.5785680092696823,10,AT72,13,26,5,111
2234,14,FC18,18,28,36,0.0,35,C,1.5410635886398814,18,B738,14,28,9,111
2235,15,FD17,17,30,34,0.035532985897119174,47,D,1.589525423889599,17,A321,15,30,9,111
2236,16,FC12,12,32,24,0.5836510899622647,51,C,0.6416201454290557,12,B738,16,32,6,111
2237,17,FD15,15,34,30,0.5315876486466056,38,D,0.7719842466905827,15,A320,17,34,8,111
2238,18,FC14,14,36,28,0.5309142532472013,38,C,0.7228909642706864,14,B733,18,36,7,111
2239,19,FB9,9,38,18,0.482658807376499,47,B,0.7709207562022793,9,A320,19,38,5,111
2240,0,FB0,0,0,0,0.13803212988266,44,B,1.3886934007503038,0,AT43,0,0,0,112
2241,1,FC1,1,2,2,0.5735823465457282,31,C,0.7130375110595516,1,B752,1,2,1,112
